geoName,values,Termo Buscado,Data e Hora,Palavra Pivo,Num da Comp,Periodo
Alagoas,73,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Amapá,42,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Amazonas,42,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Bahia,89,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Ceará,68,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Distrito Federal,65,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Espírito Santo,81,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Goiás,84,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Maranhão,63,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Mato Grosso,73,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Mato Grosso do Sul,78,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Minas Gerais,84,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Paraná,76,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Paraíba,63,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Pará,71,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Pernambuco,76,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Piauí,73,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Rio Grande do Norte,73,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Rio Grande do Sul,65,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Rio de Janeiro,81,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Rondônia,55,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Roraima,55,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Santa Catarina,76,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Sergipe,73,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
São Paulo,76,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Tocantins,73,GELADEIRA,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Acre,52,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Alagoas,52,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Amapá,76,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Amazonas,57,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Bahia,52,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Ceará,55,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Distrito Federal,44,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Espírito Santo,47,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Goiás,52,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Maranhão,60,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Mato Grosso,55,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Mato Grosso do Sul,57,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Minas Gerais,55,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Paraná,52,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Paraíba,60,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Pará,52,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Pernambuco,57,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Piauí,60,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Rio Grande do Norte,55,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Rio Grande do Sul,52,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Rio de Janeiro,47,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Rondônia,68,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Roraima,76,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Santa Catarina,55,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Sergipe,60,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
São Paulo,47,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Tocantins,50,COMPUTADOR,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Acre,50,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Alagoas,42,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Amapá,34,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Amazonas,21,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Bahia,34,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Ceará,36,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Distrito Federal,42,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Espírito Santo,47,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Goiás,34,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Maranhão,44,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Mato Grosso,44,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Mato Grosso do Sul,36,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Minas Gerais,39,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Paraná,39,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Paraíba,42,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Pará,36,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Pernambuco,34,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Piauí,39,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Rio Grande do Norte,42,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Rio Grande do Sul,47,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Rio de Janeiro,34,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Rondônia,36,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Roraima,39,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Santa Catarina,42,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Sergipe,42,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
São Paulo,42,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Tocantins,55,DELL,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Acre,50,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Alagoas,55,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Amapá,63,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Amazonas,42,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Bahia,50,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Ceará,47,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Distrito Federal,44,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Espírito Santo,44,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Goiás,44,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Maranhão,47,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Mato Grosso,39,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Mato Grosso do Sul,44,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Minas Gerais,42,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Paraná,47,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Paraíba,44,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Pará,47,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Pernambuco,50,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Piauí,47,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Rio Grande do Norte,42,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Rio Grande do Sul,50,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Rio de Janeiro,47,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Rondônia,50,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Roraima,36,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Santa Catarina,39,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Sergipe,42,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
São Paulo,44,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Tocantins,36,SONY,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Acre,55,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Alagoas,39,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Amapá,47,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Amazonas,100,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Bahia,36,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Ceará,55,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Distrito Federal,65,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Espírito Santo,42,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Goiás,47,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Maranhão,47,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Mato Grosso,50,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Mato Grosso do Sul,44,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Minas Gerais,42,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Paraná,47,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Paraíba,52,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Pará,55,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Pernambuco,44,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Piauí,42,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Rio Grande do Norte,50,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Rio Grande do Sul,47,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Rio de Janeiro,52,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Rondônia,52,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Roraima,55,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Santa Catarina,50,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Sergipe,44,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
São Paulo,52,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
Tocantins,47,AMAZON,19/08/2018 14:31,GELADEIRA,5º Comparação,today 1-m
