geoName,values,Termo Buscado,Data e Hora,Palavra Pivo,Num da Comp,Periodo
Sergipe,78,GELADEIRA,22/08/2018 12:22,GELADEIRA,4º Comparação,all
São Paulo,76,GELADEIRA,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Tocantins,78,GELADEIRA,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Acre,52,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Alagoas,42,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Amapá,40,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Amazonas,35,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Bahia,40,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Ceará,35,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Distrito Federal,45,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Espírito Santo,45,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Goiás,45,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Maranhão,38,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Mato Grosso,42,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Mato Grosso do Sul,47,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Minas Gerais,45,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Paraná,45,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Paraíba,38,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Pará,40,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Pernambuco,38,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Piauí,33,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Rio Grande do Norte,35,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Rio Grande do Sul,47,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Rio de Janeiro,40,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Rondônia,50,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Roraima,38,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Santa Catarina,40,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Sergipe,38,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
São Paulo,45,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Tocantins,47,FOGÃO,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Acre,30,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Alagoas,28,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Amapá,38,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Amazonas,33,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Bahia,28,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Ceará,33,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Distrito Federal,19,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Espírito Santo,35,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Goiás,21,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Maranhão,30,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Mato Grosso,30,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Mato Grosso do Sul,30,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Minas Gerais,28,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Paraná,23,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Paraíba,28,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Pará,33,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Pernambuco,28,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Piauí,35,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Rio Grande do Norte,30,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Rio Grande do Sul,26,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Rio de Janeiro,38,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Rondônia,30,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Roraima,38,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Santa Catarina,19,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Sergipe,30,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
São Paulo,30,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Tocantins,26,VENTILADOR,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Acre,38,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Alagoas,50,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Amapá,28,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Amazonas,42,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Bahia,52,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Ceará,52,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Distrito Federal,61,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Espírito Santo,47,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Goiás,61,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Maranhão,50,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Mato Grosso,47,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Mato Grosso do Sul,45,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Minas Gerais,50,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Paraná,54,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Paraíba,54,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Pará,40,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Pernambuco,54,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Piauí,42,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Rio Grande do Norte,52,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Rio Grande do Sul,57,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Rio de Janeiro,47,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Rondônia,40,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Roraima,40,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Santa Catarina,57,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Sergipe,54,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
São Paulo,59,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Tocantins,52,BRASTEMP,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Acre,26,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Alagoas,38,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Amapá,30,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Amazonas,35,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Bahia,35,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Ceará,40,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Distrito Federal,26,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Espírito Santo,28,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Goiás,28,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Maranhão,38,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Mato Grosso,28,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Mato Grosso do Sul,30,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Minas Gerais,33,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Paraná,33,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Paraíba,38,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Pará,33,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Pernambuco,42,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Piauí,47,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Rio Grande do Norte,40,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Rio Grande do Sul,40,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Rio de Janeiro,35,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Rondônia,26,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Roraima,28,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Santa Catarina,47,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Sergipe,35,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
São Paulo,26,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Tocantins,33,CONSUL,22/08/2018 12:22,GELADEIRA,4º Comparação,all
Acre,30,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Alagoas,38,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Amapá,25,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Amazonas,25,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Bahia,41,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Ceará,36,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Distrito Federal,47,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Espírito Santo,44,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Goiás,36,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Maranhão,36,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Mato Grosso,38,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Mato Grosso do Sul,41,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Minas Gerais,47,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Paraná,44,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Paraíba,33,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Pará,33,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Pernambuco,38,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Piauí,33,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Rio Grande do Norte,36,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Rio Grande do Sul,36,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Rio de Janeiro,44,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Rondônia,30,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Roraima,30,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Santa Catarina,44,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Sergipe,44,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
São Paulo,47,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Tocantins,41,GELADEIRA,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Acre,80,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Alagoas,80,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Amapá,86,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Amazonas,66,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Bahia,77,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Ceará,77,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Distrito Federal,55,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Espírito Santo,66,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Goiás,75,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Maranhão,83,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Mato Grosso,80,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Mato Grosso do Sul,83,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Minas Gerais,72,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Paraná,72,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Paraíba,72,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Pará,75,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Pernambuco,75,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Piauí,88,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Rio Grande do Norte,80,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Rio Grande do Sul,69,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Rio de Janeiro,61,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Rondônia,83,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Roraima,86,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Santa Catarina,69,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Sergipe,75,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
São Paulo,61,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Tocantins,83,COMPUTADOR,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Acre,41,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Alagoas,33,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Amapá,36,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Amazonas,19,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Bahia,33,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Ceará,33,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Distrito Federal,38,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Espírito Santo,47,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Goiás,33,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Maranhão,38,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Mato Grosso,44,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Mato Grosso do Sul,36,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Minas Gerais,38,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Paraná,33,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Paraíba,36,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Pará,33,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Pernambuco,33,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Piauí,33,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Rio Grande do Norte,38,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Rio Grande do Sul,55,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Rio de Janeiro,33,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Rondônia,38,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Roraima,36,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Santa Catarina,38,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Sergipe,36,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
São Paulo,38,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Tocantins,41,DELL,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Acre,91,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Alagoas,94,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Amapá,97,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Amazonas,80,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Bahia,100,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Ceará,94,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Distrito Federal,77,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Espírito Santo,91,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Goiás,97,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Maranhão,94,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Mato Grosso,86,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Mato Grosso do Sul,88,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Minas Gerais,88,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Paraná,94,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Paraíba,100,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Pará,94,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Pernambuco,100,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Piauí,94,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Rio Grande do Norte,91,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Rio Grande do Sul,86,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Rio de Janeiro,94,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Rondônia,91,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Roraima,86,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Santa Catarina,91,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Sergipe,94,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
São Paulo,88,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Tocantins,88,SONY,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Acre,33,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Alagoas,30,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Amapá,33,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Amazonas,86,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Bahia,25,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Ceará,36,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Distrito Federal,58,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Espírito Santo,27,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Goiás,36,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Maranhão,25,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Mato Grosso,27,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Mato Grosso do Sul,27,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Minas Gerais,30,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Paraná,33,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Paraíba,36,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Pará,41,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Pernambuco,30,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Piauí,27,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Rio Grande do Norte,30,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Rio Grande do Sul,30,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Rio de Janeiro,44,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Rondônia,33,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Roraima,38,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Santa Catarina,33,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Sergipe,27,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
São Paulo,41,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Tocantins,22,AMAZON,22/08/2018 12:25,GELADEIRA,5º Comparação,all
Acre,26,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Alagoas,22,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Amapá,19,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Amazonas,32,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Bahia,24,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Ceará,20,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Distrito Federal,38,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Espírito Santo,30,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Goiás,29,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Maranhão,14,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Mato Grosso,33,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Mato Grosso do Sul,38,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Minas Gerais,32,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Paraná,41,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Paraíba,25,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Pará,12,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Pernambuco,22,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Piauí,19,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Rio Grande do Norte,21,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Rio Grande do Sul,34,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Rio de Janeiro,24,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Rondônia,28,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Roraima,21,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Santa Catarina,44,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Sergipe,28,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
São Paulo,39,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Tocantins,19,GELADEIRA,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Acre,85,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Alagoas,89,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Amapá,93,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Amazonas,79,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Bahia,87,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Ceará,92,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Distrito Federal,74,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Espírito Santo,82,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Goiás,83,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Maranhão,97,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Mato Grosso,78,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Mato Grosso do Sul,74,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Minas Gerais,79,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Paraná,70,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Paraíba,86,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Pará,100,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Pernambuco,89,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Piauí,93,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Rio Grande do Norte,91,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Rio Grande do Sul,77,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Rio de Janeiro,87,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Rondônia,84,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Roraima,91,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Santa Catarina,67,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Sergipe,84,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
São Paulo,73,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
Tocantins,93,LOJAS AMERICANAS,22/08/2018 12:28,GELADEIRA,6º Comparação,all
