geoName,values,Termo Buscado,Data e Hora,Palavra Pivo,Num da Comp,Periodo
Distrito Federal,22,CONSUL,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Espírito Santo,27,CONSUL,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Goiás,20,CONSUL,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Maranhão,34,CONSUL,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Mato Grosso,20,CONSUL,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Mato Grosso do Sul,27,CONSUL,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Minas Gerais,27,CONSUL,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Paraná,27,CONSUL,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Paraíba,27,CONSUL,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Pará,25,CONSUL,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Pernambuco,38,CONSUL,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Piauí,38,CONSUL,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Rio Grande do Norte,29,CONSUL,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Rio Grande do Sul,36,CONSUL,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Rio de Janeiro,27,CONSUL,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Rondônia,25,CONSUL,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Roraima,27,CONSUL,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Santa Catarina,38,CONSUL,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Sergipe,36,CONSUL,15/08/2018 18:10,GELADEIRA,1º,today 1-m
São Paulo,25,CONSUL,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Tocantins,25,CONSUL,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Acre,47,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Alagoas,38,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Amapá,15,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Amazonas,25,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Bahia,40,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Ceará,40,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Distrito Federal,56,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Espírito Santo,38,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Goiás,47,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Maranhão,40,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Mato Grosso,38,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Mato Grosso do Sul,36,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Minas Gerais,45,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Paraná,50,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Paraíba,52,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Pará,29,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Pernambuco,43,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Piauí,38,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Rio Grande do Norte,43,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Rio Grande do Sul,54,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Rio de Janeiro,45,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Rondônia,34,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Roraima,29,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Santa Catarina,50,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Sergipe,43,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
São Paulo,56,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Tocantins,38,BRASTEMP,15/08/2018 18:10,GELADEIRA,1º,today 1-m
Acre,61,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Alagoas,81,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Amapá,61,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Amazonas,81,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Bahia,89,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Ceará,81,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Distrito Federal,89,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Espírito Santo,89,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Goiás,91,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Maranhão,75,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Mato Grosso,87,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Mato Grosso do Sul,100,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Minas Gerais,93,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Paraná,93,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Paraíba,79,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Pará,87,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Pernambuco,79,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Piauí,81,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Rio Grande do Norte,75,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Rio Grande do Sul,77,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Rio de Janeiro,97,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Rondônia,79,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Roraima,79,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Santa Catarina,91,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Sergipe,95,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
São Paulo,91,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Tocantins,87,GELADEIRA,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Acre,34,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Alagoas,12,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Amapá,22,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Amazonas,18,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Bahia,14,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Ceará,14,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Distrito Federal,16,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Espírito Santo,12,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Goiás,14,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Maranhão,14,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Mato Grosso,18,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Mato Grosso do Sul,16,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Minas Gerais,12,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Paraná,16,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Paraíba,16,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Pará,14,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Pernambuco,16,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Piauí,16,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Rio Grande do Norte,16,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Rio Grande do Sul,18,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Rio de Janeiro,16,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Rondônia,14,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Roraima,6,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Santa Catarina,18,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Sergipe,10,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
São Paulo,14,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Tocantins,12,INTEL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Acre,59,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Alagoas,42,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Amapá,63,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Amazonas,32,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Bahia,34,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Ceará,40,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Distrito Federal,51,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Espírito Santo,42,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Goiás,44,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Maranhão,51,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Mato Grosso,59,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Mato Grosso do Sul,46,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Minas Gerais,42,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Paraná,44,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Paraíba,46,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Pará,46,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Pernambuco,36,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Piauí,34,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Rio Grande do Norte,48,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Rio Grande do Sul,55,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Rio de Janeiro,38,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Rondônia,55,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Roraima,61,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Santa Catarina,46,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Sergipe,32,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
São Paulo,46,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Tocantins,48,DELL,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Acre,34,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Alagoas,32,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Amapá,44,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Amazonas,46,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Bahia,34,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Ceará,38,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Distrito Federal,30,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Espírito Santo,28,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Goiás,32,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Maranhão,32,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Mato Grosso,20,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Mato Grosso do Sul,22,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Minas Gerais,26,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Paraná,26,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Paraíba,36,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Pará,28,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Pernambuco,38,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Piauí,30,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Rio Grande do Norte,36,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Rio Grande do Sul,26,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Rio de Janeiro,22,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Rondônia,26,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Roraima,34,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Santa Catarina,24,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Sergipe,32,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
São Paulo,26,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Tocantins,26,LENOVO,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Acre,14,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Alagoas,34,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Amapá,12,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Amazonas,24,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Bahia,30,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Ceará,28,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Distrito Federal,16,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Espírito Santo,30,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Goiás,20,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Maranhão,30,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Mato Grosso,18,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Mato Grosso do Sul,18,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Minas Gerais,28,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Paraná,22,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Paraíba,24,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Pará,26,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Pernambuco,32,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Piauí,40,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Rio Grande do Norte,26,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Rio Grande do Sul,26,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Rio de Janeiro,28,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Rondônia,28,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Roraima,22,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Santa Catarina,22,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Sergipe,32,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
São Paulo,24,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
Tocantins,28,SMARTPHONE,15/08/2018 18:17,GELADEIRA,2º,today 1-m
