date,values,Termo Buscado,Data e Hora,Palavra Pivo,Num da Comp,Periodo
2018-08-07,55,SONY,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-08-08,53,SONY,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-08-09,52,SONY,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-08-10,54,SONY,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-08-11,64,SONY,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-08-12,61,SONY,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-08-13,54,SONY,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-08-14,54,SONY,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-08-15,53,SONY,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-08-16,47,SONY,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-08-17,47,SONY,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-08-18,55,SONY,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-08-19,53,SONY,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-08-20,47,SONY,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-08-21,51,SONY,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-07-23,60,AMAZON,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-07-24,58,AMAZON,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-07-25,57,AMAZON,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-07-26,58,AMAZON,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-07-27,54,AMAZON,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-07-28,55,AMAZON,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-07-29,60,AMAZON,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-07-30,63,AMAZON,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-07-31,59,AMAZON,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-08-01,59,AMAZON,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-08-02,63,AMAZON,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-08-03,61,AMAZON,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-08-04,58,AMAZON,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-08-05,60,AMAZON,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-08-06,66,AMAZON,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
2018-08-07,64,AMAZON,23/08/2018 11:40,GELADEIRA,2º Comparação,today 1-m
